record_type,record_id,textbook_id,lesson_key,word,pinyin,pattern,expression,meaning_en_source,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-ii:孔子:kongzi,boya-elementary-ii,,孔子,Kongzi,,,Confucius,Khổng Tử,translated_subagent_draft
vocabulary,boya-elementary-ii:唐人街:tangrenjie,boya-elementary-ii,,唐人街,Tangren Jie,,,China Town,phố người Hoa,translated_subagent_draft
vocabulary,boya-elementary-ii:青岛:qingddo,boya-elementary-ii,,青岛,Qingddo,,,Tsingtao,Thanh Đảo,translated_subagent_draft
vocabulary,boya-elementary-ii:西安:xian,boya-elementary-ii,,西安,Xi'an,,,Xian,Tây An,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-01,,,声调标在韵母主元音a、o、e、i、u、ü上,,,Dấu thanh đặt trên nguyên âm chính của vần; ưu tiên a o e rồi mới đến i u ü.,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-01,,,轻声不标调号,,,Âm nhẹ đọc ngắn và nhẹ; trong pinyin không ghi dấu thanh.,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-01,,,j/q/x后ü省略两点（写u）,,,Sau j q x âm ü vẫn đọc là ü nhưng viết thành u và bỏ hai chấm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-01,,,i上标调时省略i点,,,Khi i mang dấu thanh thì bỏ chấm trên i để tránh hai dấu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-02:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-02,,,复韵母、鼻韵母辨音,,,Phân biệt âm ghép và âm mũi qua cách phát âm; chú ý phần vần và âm cuối.,translated_subagent_draft
grammar,boya-elementary-i:lesson-02:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-02,,,调号标写顺序a、o、e、i、u、ü,,,Khi ghi pinyin hãy đặt dấu thanh theo thứ tự ưu tiên a o e i u ü.,translated_subagent_draft
grammar,boya-elementary-i:lesson-02:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-02,,,u和i同现时调号标在后一个元音,,,Nếu u và i cùng có trong một vần thì dấu thanh đặt trên nguyên âm đứng sau.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-03,,,儿化韵：er接在名词词尾并与前韵母融合，写作r,,,Âm er gắn sau danh từ và hòa vào vần trước; khi viết thường chỉ thêm r. Cách này có thể gợi sắc thái nhỏ hoặc thân mật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-03,,,无声母时i开头韵母写y（yi/yin/ying、ya/ye/yao/you等）,,,Khi vần bắt đầu bằng i mà không có phụ âm đầu thì dùng y để viết như yi hoặc yao.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-03,,,无声母时ü开头写yu/yue/yuan/yun，u开头写wu/wa/wo等,,,Khi ü hoặc u đứng đầu vần không có phụ âm đầu thì viết yu hoặc wu cùng các dạng liên quan.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-03,,,三声变调,,,Hai thanh ba liền nhau thường đổi thanh ba thứ nhất thành thanh hai khi đọc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-03,,,不的变调,,,Bù đổi thành thanh hai trước âm tiết thanh bốn; các trường hợp khác thường giữ thanh bốn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-03,,,一的变调,,,Yī đổi thanh theo âm tiết sau; trước thanh bốn đọc thanh hai và trước thanh một hai ba thường đọc thanh bốn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-04,,,S+叫+名字,,,Dùng 叫 sau chủ ngữ để nói tên của mình hoặc hỏi tên người khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-04,,,S+姓+姓氏,,,Dùng 姓 trước họ để giới thiệu hoặc hỏi họ; chỉ dùng cho họ chứ không dùng cho tên đầy đủ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-04,,,S+是+身份／国籍,,,Dùng 是 nối chủ ngữ với thân phận quốc tịch hoặc nghề nghiệp.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-04,,,是……吗？／吗问句,,,Thêm 吗 cuối câu trần thuật để tạo câu hỏi có hoặc không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-04,,,不是……（是……）,,,Dùng 不是 để phủ định; có thể thêm 是 sau đó để sửa hoặc nêu thông tin đúng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-04,,,什么疑问词,,,Dùng 什么 để hỏi sự vật thông tin hoặc tên chưa biết.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-05,,,也（A也……）,,,也 nghĩa là cũng; dùng để thêm một điểm giống với thông tin vừa nêu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-05,,,很+形容词,,,Rất đứng trước tính từ để miêu tả mức độ; trong câu khẳng định thường làm câu tự nhiên hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-05,,,呢追问／转问,,,呢 đặt sau chủ đề hoặc câu hỏi để hỏi tiếp hay chuyển câu hỏi sang người khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-05,,,的领属定语,,,的 nối người hoặc sự vật sở hữu với danh từ phía sau; tương đương của hoặc thuộc về.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-05,,,是／也是,,,是 dùng để xác định; 也是 nghĩa là cũng là và bổ sung một thân phận hay quan hệ nữa.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-05,,,哪／哪个疑问,,,Dùng 哪 hoặc 哪个 để hỏi lựa chọn trong một nhóm như nước nào hoặc trường nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-05,,,人名词后们（数量词前不用）,,,们 đặt sau danh từ chỉ người để chỉ số nhiều; không dùng khi đã có số từ hay từ chỉ số nhiều khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-06,,,这／那+是+什么／谁,,,Dùng 这 hoặc 那 kết hợp 是 什么 hay 谁 để hỏi đây kia là vật gì hoặc người nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-06,,,这／那是谁的……？,,,Dùng 这或那是谁的… để hỏi đồ vật thuộc về ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-06,,,的领属与定语（属性定语通常不加的；很修饰定语需的）,,,的 đánh dấu quan hệ sở hữu hoặc bổ nghĩa; tính từ chỉ thuộc tính quen thuộc thường có thể không cần 的.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-06,,,我来介绍一下儿……,,,Dùng 我来介绍一下… để chủ động mở đầu việc giới thiệu người hoặc sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-06,,,是字句／形容词谓语,,,是字句 dùng để xác định danh từ; tính từ cũng có thể trực tiếp làm vị ngữ để miêu tả.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-07,,,在+地点（住／存在）,,,在加 địa điểm diễn tả ở hoặc sống tại một nơi; dùng với động từ như 住 hoặc 有.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-07,,,你……在哪儿？,,,Dùng 在哪儿 sau chủ ngữ để hỏi người hoặc vật ở đâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-07,,,的+方位词与处所省略的,,,的 kết hợp từ chỉ vị trí tạo cụm như 我的旁边; với nơi chốn quen thuộc đôi khi có thể lược 的.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-07,,,就+动词（加强肯定）,,,就 đứng trước động từ để nhấn mạnh sự khẳng định hoặc sự việc xảy ra đúng như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-07,,,欢迎+去／来+地点+V,,,Dùng 欢迎加 来或去 và địa điểm để mời ai đến một nơi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-07,,,吗问句,,,吗 ở cuối câu biến câu kể thành câu hỏi đúng sai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-08,,,时间词作状语,,,Từ chỉ thời gian thường đứng trước động từ để nói hành động diễn ra khi nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-08,,,有／没有+时间、课、事,,,Dùng 有 hoặc 没有 trước thời gian lớp học hay việc để nói có hoặc không có.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-08,,,几点／多少点、点半、一刻、差,,,Dùng 几点 hoặc 多少点 để hỏi giờ; 点半 一刻 và 差 dùng để nói các mốc giờ cụ thể.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-08,,,吧句末建议／邀请,,,吧 ở cuối câu làm lời đề nghị hoặc lời mời nhẹ nhàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-08,,,一起+V,,,一起 đặt trước động từ để nói cùng làm một việc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-08,,,两在量词前,,,Dùng 两 thay cho 二 trước lượng từ khi nói hai đơn vị.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-09,,,怎么+V,,,Dùng 怎么 trước động từ để hỏi cách làm hoặc phương thức.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-09,,,交通工具+V（骑自行车／坐车）,,,Đặt phương tiện trước động từ phù hợp để nói cách di chuyển như 骑自行车 hoặc 坐车.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-09,,,从……到……,,,Từ…到… chỉ điểm bắt đầu và điểm kết thúc của hành trình hay phạm vi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-09,,,V+地点（去学校等连动）,,,Hai động từ nối tiếp nhau để nói đi đến đâu rồi làm gì; địa điểm đứng sau động từ đi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-09,,,吧建议,,,吧 ở cuối câu dùng để đưa ra đề nghị một cách thân thiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-09,,,这样吧话语建议,,,这样吧 dùng để mở đầu một phương án hay đề xuất sau khi bàn bạc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-09,,,给+人+物／快递你给我朋友,,,给 đứng trước người nhận rồi đến vật; dùng để nói đưa gửi hay giao thứ gì cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-09,,,V一下儿,,,Động từ lặp với 一下儿 làm hành động ngắn nhẹ và lịch sự hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-009,boya-elementary-i,boya-elementary-i:lesson-09,,,和连接名词,,,和 nối các danh từ có vai trò ngang hàng như người hoặc sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-10,,,多少钱／怎么卖,,,Dùng 多少钱 hoặc 怎么卖 để hỏi giá và cách bán hàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-10,,,要+N／V,,,要 trước danh từ nghĩa là muốn lấy; trước động từ nghĩa là muốn hoặc cần làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-10,,,几／多少+量词,,,几 dùng cho số lượng ít và thường đi với lượng từ; 多少 hỏi số lượng không xác định.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-10,,,数量+量词+名词,,,Số từ đứng trước lượng từ rồi đến danh từ để đếm sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-10,,,两在量词前,,,Dùng 两 trước lượng từ để chỉ hai đơn vị.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-10,,,再+V（追加）,,,再 đứng trước động từ để yêu cầu hoặc nói làm thêm một lần hay thêm một món.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-10,,,一共+金额,,,一共 dùng trước tổng số tiền hoặc tổng lượng để hỏi hay nêu tổng cộng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-10,,,怎么付钱,,,Dùng 怎么付钱 để hỏi cách thanh toán.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-009,boya-elementary-i,boya-elementary-i:lesson-10,,,在+地点+卖,,,在加 địa điểm đặt trước 卖 để nói nơi bán một mặt hàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-11,,,……怎么样？,,,Dùng …怎么样 để hỏi tình trạng đánh giá hoặc ý kiến về người việc hay sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-11,,,形容词谓语（天气很好）,,,Tính từ có thể trực tiếp làm vị ngữ để miêu tả như thời tiết đẹp.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-11,,,太+形容词+了,,,太加 tính từ加了 diễn tả mức độ rất cao và thường kèm cảm xúc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-11,,,不太+形容词,,,不太 đặt trước tính từ để nói mức độ không lắm hay không quá.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-11,,,也／常／最+形容词,,,也 常 最 đứng trước tính từ lần lượt diễn tả cũng thường hoặc nhất.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-11,,,天气预报说+小句,,,Dùng 天气预报说加 mệnh đề để thuật lại nội dung dự báo thời tiết.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-12,,,正在+V+呢,,,正在加 động từ加呢 diễn tả hành động đang diễn ra ngay lúc nói.,translated_subagent_draft
