vocabulary_key,textbook_id,volume,word,pinyin,part_of_speech,meaning_en_source,meaning_vi,meaning_vi_status,repeated_mark,lesson_numbers,lesson_titles,source_printed_pages,source_appendix_pdf_pages,source_section,source_status,source_notes
boya-elementary-ii:成绩:chengji,boya-elementary-ii,初级起步篇 II,成绩,chengji,名,gerade; score,điểm số; thành tích,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:到达:daoda,boya-elementary-ii,初级起步篇 II,到达,dàodá,,to arrive,đến nơi,translated_subagent_draft,,1,订一张机票,1,189,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 dàodá
boya-elementary-ii:成为:chengwei,boya-elementary-ii,初级起步篇 II,成为,chengwei,动,to become,trở thành,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:乘客:chengke,boya-elementary-ii,初级起步篇 II,乘客,chengke,名,passenger,hành khách,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:道:dao,boya-elementary-ii,初级起步篇 II,道,dao,量,measure word （for examination questions）,lượng từ cho câu hỏi; món ăn,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:迟到:chiddo,boya-elementary-ii,初级起步篇 II,迟到,chiddo,动,to be late,đi muộn,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:得:de,boya-elementary-ii,初级起步篇 II,得,de,动,to get,phải; cần phải,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:抽空儿:choukongr,boya-elementary-ii,初级起步篇 II,抽空儿,chou kongr,,to manage to find time,tranh thủ thời gian rảnh,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:灯:deng,boya-elementary-ii,初级起步篇 II,灯,deng,名,lamp; lantern,đèn,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:出租:chuzi,boya-elementary-ii,初级起步篇 II,出租,chuzi,动,to rent out,cho thuê,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:地道:didao,boya-elementary-ii,初级起步篇 II,地道,didao,形,authentic,chính gốc; chuẩn vị,translated_subagent_draft,,1;4,订一张机票;我在中国生活,4,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:出租车:chuziche,boya-elementary-ii,初级起步篇 II,出租车,chuziche,名,taxi,xe taxi,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:地点:dididn,boya-elementary-ii,初级起步篇 II,地点,dididn,名,place; site,địa điểm,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:除了:chule,boya-elementary-ii,初级起步篇 II,除了,chule,介,except; besides,ngoài; trừ,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:地铁:ditie,boya-elementary-ii,初级起步篇 II,地铁,ditie,名,subway,tàu điện ngầm,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:厨房:chutang,boya-elementary-ii,初级起步篇 II,厨房,chutang,名,kitchen,nhà bếp,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:地铁站:ditiezhan,boya-elementary-ii,初级起步篇 II,地铁站,ditiezhan,名,subway station,ga tàu điện ngầm,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:穿:chuan,boya-elementary-ii,初级起步篇 II,穿,chuan,动,to wear,mặc,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:点:didn,boya-elementary-ii,初级起步篇 II,点,didn,动,to order,gọi món; chọn,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:次:ci,boya-elementary-ii,初级起步篇 II,次,ci,量,measure word （for train or airplane）,lần; chuyến,translated_subagent_draft,,1,订一张机票,1,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:点心:didnxin,boya-elementary-ii,初级起步篇 II,点心,didnxin,名,light refreshments; dessert,điểm tâm; món tráng miệng nhẹ,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:从来:conglai,boya-elementary-ii,初级起步篇 II,从来,conglai,,always; at all times,từ trước đến nay; xưa nay,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:点着:didnzhao,boya-elementary-ii,初级起步篇 II,点着,didn zhao,,to light a fire,châm; đốt lên,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:聪明:congming,boya-elementary-ii,初级起步篇 II,聪明,congming,形,smart; clever,thông minh,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:订:ding,boya-elementary-ii,初级起步篇 II,订,ding,,,đặt trước; đặt mua,translated_subagent_draft,,1,订一张机票,1,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:醋:cu,boya-elementary-ii,初级起步篇 II,醋,cù,名,TESOUIA,giấm,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,189,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；补回附录缺失拼音 cù
boya-elementary-ii:丢:diu,boya-elementary-ii,初级起步篇 II,丢,diu,动,to lose,làm mất; đánh rơi,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:东边:dongbian,boya-elementary-ii,初级起步篇 II,东边,dongbian,名,east,phía đông,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:东门:dongmen,boya-elementary-ii,初级起步篇 II,东门,dongmen,名,east gate,cổng phía đông,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:答案:daan,boya-elementary-ii,初级起步篇 II,答案,da'an,名,answer,đáp án,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:动物:dongwi,boya-elementary-ii,初级起步篇 II,动物,dongwi,,animal,động vật,translated_subagent_draft,,1;7,订一张机票;去动物园,7,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:打包:ddbao,boya-elementary-ii,初级起步篇 II,打包,dd bao,,to pack,gói mang về,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:动物园:dingwiyuan,boya-elementary-ii,初级起步篇 II,动物园,dingwiyuan,名,Z0O,vườn thú,translated_subagent_draft,,1;7,订一张机票;去动物园,7,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:打工:dagong,boya-elementary-ii,初级起步篇 II,打工,da gong,,to do extra work,làm thêm; đi làm thuê,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:动作:dongzuo,boya-elementary-ii,初级起步篇 II,动作,dongzuo,名,action; movement,động tác,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
